Procedure date,Patient...2,MRN,D.O.B.,Age (days),Age (months) - days/30,Species,Procedure time (min),Total fluoro time (sec),ID,Weight,Procedure,Time,RADPAD,Patient_DAP,Occupation,Dose
2022-01-05T00:00:00Z,Kobra,268314,2020-05-23T00:00:00Z,592,19.73333333,Canine,94,212,12,4.5,PDA,3.533333333,N,1.5,Tech 1,0
2022-01-05T00:00:00Z,Kobra,268314,2020-05-23T00:00:00Z,592,19.73333333,Canine,94,212,12,4.5,PDA,3.533333333,N,1.5,Resident 1,5.99
2022-01-05T00:00:00Z,Kobra,268314,2020-05-23T00:00:00Z,592,19.73333333,Canine,94,212,12,4.5,PDA,3.533333333,N,1.5,TEE,0.75
2022-01-05T00:00:00Z,Kobra,268314,2020-05-23T00:00:00Z,592,19.73333333,Canine,94,212,12,4.5,PDA,3.533333333,N,1.5,Anesthesia,3.68
2022-01-06T00:00:00Z,Pepper,268723,2021-02-18T00:00:00Z,322,10.73333333,Canine,135,200,13,25.5,PDA,3.333333333,N,2,Faculty,1.38
2022-01-06T00:00:00Z,Pepper,268723,2021-02-18T00:00:00Z,322,10.73333333,Canine,135,200,13,25.5,PDA,3.333333333,N,2,Tech 1,0.06
2022-01-06T00:00:00Z,Pepper,268723,2021-02-18T00:00:00Z,322,10.73333333,Canine,135,200,13,25.5,PDA,3.333333333,N,2,Resident 1,4.17
2022-01-06T00:00:00Z,Pepper,268723,2021-02-18T00:00:00Z,322,10.73333333,Canine,135,200,13,25.5,PDA,3.333333333,N,2,TEE,0.89
2022-01-06T00:00:00Z,Pepper,268723,2021-02-18T00:00:00Z,322,10.73333333,Canine,135,200,13,25.5,PDA,3.333333333,N,2,Anesthesia,1
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,Faculty,0.02
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,Tech 1,0
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,Resident 1,0.59
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,Resident 2,1.02
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,TEE,0.03
2022-01-19T00:00:00Z,Gus,268280,2021-10-17T00:00:00Z,94,3.133333333,Canine,78,156,14,3.98,PDA,2.6,N,0.3,Anesthesia,1.54
2022-01-26T00:00:00Z,Charlie,269411,2012-10-08T00:00:00Z,3397,113.2333333,Canine,45,556,15,8.04,PMI,9.266666667,N,5.2,Faculty,11.24
2022-01-26T00:00:00Z,Charlie,269411,2012-10-08T00:00:00Z,3397,113.2333333,Canine,45,556,15,8.04,PMI,9.266666667,N,5.2,Tech 1,4.5
2022-01-26T00:00:00Z,Charlie,269411,2012-10-08T00:00:00Z,3397,113.2333333,Canine,45,556,15,8.04,PMI,9.266666667,N,5.2,Resident 1,98.66
2022-01-26T00:00:00Z,Charlie,269411,2012-10-08T00:00:00Z,3397,113.2333333,Canine,45,556,15,8.04,PMI,9.266666667,N,5.2,Anesthesia,5.12
2022-02-01T00:00:00Z,Kimberly Elise,202898,2009-03-05T00:00:00Z,4716,157.2,Canine,140,178,16,34,PMI,2.966666667,N,4.5,Faculty,7.02
2022-02-01T00:00:00Z,Kimberly Elise,202898,2009-03-05T00:00:00Z,4716,157.2,Canine,140,178,16,34,PMI,2.966666667,N,4.5,Tech 1,0.28
2022-02-01T00:00:00Z,Kimberly Elise,202898,2009-03-05T00:00:00Z,4716,157.2,Canine,140,178,16,34,PMI,2.966666667,N,4.5,Resident 1,21.63
2022-02-01T00:00:00Z,Kimberly Elise,202898,2009-03-05T00:00:00Z,4716,157.2,Canine,140,178,16,34,PMI,2.966666667,N,4.5,Anesthesia,3.74
2022-02-02T00:00:00Z,Abby,268254,2021-09-03T00:00:00Z,152,5.066666667,Canine,55,155,17,7.8,BPV,2.583333333,N,1.4,Faculty,0.05
2022-02-02T00:00:00Z,Abby,268254,2021-09-03T00:00:00Z,152,5.066666667,Canine,55,155,17,7.8,BPV,2.583333333,N,1.4,Tech 1,0
2022-02-02T00:00:00Z,Abby,268254,2021-09-03T00:00:00Z,152,5.066666667,Canine,55,155,17,7.8,BPV,2.583333333,N,1.4,Resident 1,15.44
2022-02-02T00:00:00Z,Abby,268254,2021-09-03T00:00:00Z,152,5.066666667,Canine,55,155,17,7.8,BPV,2.583333333,N,1.4,Resident 2,1.26
2022-02-02T00:00:00Z,Abby,268254,2021-09-03T00:00:00Z,152,5.066666667,Canine,55,155,17,7.8,BPV,2.583333333,N,1.4,Anesthesia,2.84
2022-02-02T00:00:00Z,Tiburon,265264,2020-02-16T00:00:00Z,717,23.9,Canine,49,601,18,30.2,BPV,10.01666667,N,9.9,Faculty,0.54
2022-02-02T00:00:00Z,Tiburon,265264,2020-02-16T00:00:00Z,717,23.9,Canine,49,601,18,30.2,BPV,10.01666667,N,9.9,Tech 1,0.44
2022-02-02T00:00:00Z,Tiburon,265264,2020-02-16T00:00:00Z,717,23.9,Canine,49,601,18,30.2,BPV,10.01666667,N,9.9,Resident 1,2.87
2022-02-02T00:00:00Z,Tiburon,265264,2020-02-16T00:00:00Z,717,23.9,Canine,49,601,18,30.2,BPV,10.01666667,N,9.9,Resident 2,10.9
2022-02-02T00:00:00Z,Tiburon,265264,2020-02-16T00:00:00Z,717,23.9,Canine,49,601,18,30.2,BPV,10.01666667,N,9.9,Anesthesia,49.99
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,Faculty,7.45
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,Tech 1,0.05
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,Resident 1,117.25
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,Resident 2,1.54
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,TEE,0.44
2022-02-09T00:00:00Z,Baxter,268261,2020-03-12T00:00:00Z,699,23.3,Canine,60,356,19,9.5,BPV,5.933333333,N,5.3,Anesthesia,27.8
2022-02-10T00:00:00Z,Dodge,267594,2021-08-04T00:00:00Z,190,6.333333333,Canine,87,839,20,13.4,BPV,13.98333333,N,12.3,Faculty,5.76
2022-02-10T00:00:00Z,Dodge,267594,2021-08-04T00:00:00Z,190,6.333333333,Canine,87,839,20,13.4,BPV,13.98333333,N,12.3,Tech 1,0.05
2022-02-10T00:00:00Z,Dodge,267594,2021-08-04T00:00:00Z,190,6.333333333,Canine,87,839,20,13.4,BPV,13.98333333,N,12.3,Resident 1,196
2022-02-10T00:00:00Z,Dodge,267594,2021-08-04T00:00:00Z,190,6.333333333,Canine,87,839,20,13.4,BPV,13.98333333,N,12.3,Resident 2,6.47
2022-02-10T00:00:00Z,Dodge,267594,2021-08-04T00:00:00Z,190,6.333333333,Canine,87,839,20,13.4,BPV,13.98333333,N,12.3,Anesthesia,37.2
2022-02-15T00:00:00Z,Simon,269988,2010-02-08T00:00:00Z,4390,146.3333333,Canine,50,127,21,9.56,PMI,2.116666667,N,1.2,Faculty,0.54
2022-02-15T00:00:00Z,Simon,269988,2010-02-08T00:00:00Z,4390,146.3333333,Canine,50,127,21,9.56,PMI,2.116666667,N,1.2,Tech 1,0.05
2022-02-15T00:00:00Z,Simon,269988,2010-02-08T00:00:00Z,4390,146.3333333,Canine,50,127,21,9.56,PMI,2.116666667,N,1.2,Resident 1,16
2022-02-15T00:00:00Z,Simon,269988,2010-02-08T00:00:00Z,4390,146.3333333,Canine,50,127,21,9.56,PMI,2.116666667,N,1.2,Resident 2,0.52
2022-02-15T00:00:00Z,Simon,269988,2010-02-08T00:00:00Z,4390,146.3333333,Canine,50,127,21,9.56,PMI,2.116666667,N,1.2,Anesthesia,2.02
2022-02-16T00:00:00Z,Woody,267732,2017-12-01T00:00:00Z,1538,51.26666667,Canine,65,452,22,21.4,BPV,7.533333333,N,8.7,Faculty,0.71
2022-02-16T00:00:00Z,Woody,267732,2017-12-01T00:00:00Z,1538,51.26666667,Canine,65,452,22,21.4,BPV,7.533333333,N,8.7,Tech 1,0.08
2022-02-16T00:00:00Z,Woody,267732,2017-12-01T00:00:00Z,1538,51.26666667,Canine,65,452,22,21.4,BPV,7.533333333,N,8.7,Resident 1,35
2022-02-16T00:00:00Z,Woody,267732,2017-12-01T00:00:00Z,1538,51.26666667,Canine,65,452,22,21.4,BPV,7.533333333,N,8.7,Resident 2,9.65
2022-02-16T00:00:00Z,Woody,267732,2017-12-01T00:00:00Z,1538,51.26666667,Canine,65,452,22,21.4,BPV,7.533333333,N,8.7,Anesthesia,16.54
2022-02-16T00:00:00Z,Nellie,270022,2011-02-08T00:00:00Z,4026,134.2,Canine,120,286,23,22.7,PMI,4.766666667,N,2.5,Faculty,2.25
2022-02-16T00:00:00Z,Nellie,270022,2011-02-08T00:00:00Z,4026,134.2,Canine,120,286,23,22.7,PMI,4.766666667,N,2.5,Tech 1,0.1
2022-02-16T00:00:00Z,Nellie,270022,2011-02-08T00:00:00Z,4026,134.2,Canine,120,286,23,22.7,PMI,4.766666667,N,2.5,Resident 1,14
2022-02-16T00:00:00Z,Nellie,270022,2011-02-08T00:00:00Z,4026,134.2,Canine,120,286,23,22.7,PMI,4.766666667,N,2.5,Anesthesia,2.87
2022-02-23T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,246,8.2,Canine,65,1036,24,14.7,BPV,17.26666667,N,12.8,Faculty,11.31
2022-02-23T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,246,8.2,Canine,65,1036,24,14.7,BPV,17.26666667,N,12.8,Tech 1,0.89
2022-02-23T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,246,8.2,Canine,65,1036,24,14.7,BPV,17.26666667,N,12.8,Resident 1,110
2022-02-23T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,246,8.2,Canine,65,1036,24,14.7,BPV,17.26666667,N,12.8,Resident 2,0.97
2022-02-23T00:00:00Z,Tillie,267911,2021-06-22T00:00:00Z,246,8.2,Canine,65,1036,24,14.7,BPV,17.26666667,N,12.8,Anesthesia,84.94
2022-03-09T00:00:00Z,Fang,262175,2020-10-15T00:00:00Z,510,17,Canine,130,1473,25,2.79,BPV,24.55,N,3.3,Faculty,0.56
2022-03-09T00:00:00Z,Fang,262175,2020-10-15T00:00:00Z,510,17,Canine,130,1473,25,2.79,BPV,24.55,N,3.3,Tech 1,0.08
2022-03-09T00:00:00Z,Fang,262175,2020-10-15T00:00:00Z,510,17,Canine,130,1473,25,2.79,BPV,24.55,N,3.3,Resident 1,8
2022-03-09T00:00:00Z,Fang,262175,2020-10-15T00:00:00Z,510,17,Canine,130,1473,25,2.79,BPV,24.55,N,3.3,Resident 2,2.97
2022-03-09T00:00:00Z,Fang,262175,2020-10-15T00:00:00Z,510,17,Canine,130,1473,25,2.79,BPV,24.55,N,3.3,Anesthesia,13.1
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,Faculty,2.08
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,Tech 1,0.33
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,Resident 1,40
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,Resident 2,0.33
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,TEE,0.05
2022-03-16T00:00:00Z,Daisy Joy,270574,2021-11-06T00:00:00Z,130,4.333333333,Canine,82,1102,26,4.76,BPV,18.36666667,N,4.1,Anesthesia,0.23
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,Faculty,4.04
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,Tech 1,0.18
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,Resident 1,72
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,Resident 2,0.82
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,TEE,4.43
2022-03-16T00:00:00Z,Luna,269162,2014-01-18T00:00:00Z,2979,99.3,Canine,125,445,27,23.6,PDA,7.416666667,N,17,Anesthesia,4.87
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,Faculty,0.02
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,Tech 1,0.18
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,Resident 1,30
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,Resident 2,2.48
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,TEE,1.33
2022-03-23T00:00:00Z,Alegna,270489,2021-04-21T00:00:00Z,336,11.2,Canine,95,669,28,10.4,BPV,11.15,N,8.03,Anesthesia,8.12
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,Faculty,0.05
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,Tech 1,0.31
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,Resident 1,10
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,Resident 2,1.87
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,TEE,6.35
2022-03-23T00:00:00Z,Asher,270132,2018-04-25T00:00:00Z,1428,47.6,Canine,100,270,29,33,PDA,4.5,N,5.46,Anesthesia,4.45
2022-03-30T00:00:00Z,Semper,269099,2021-11-19T00:00:00Z,131,4.366666667,Canine,100,789,30,18.5,BPV,13.15,N,14.54,Faculty,0.56
2022-03-30T00:00:00Z,Semper,269099,2021-11-19T00:00:00Z,131,4.366666667,Canine,100,789,30,18.5,BPV,13.15,N,14.54,Tech 1,0.64
2022-03-30T00:00:00Z,Semper,269099,2021-11-19T00:00:00Z,131,4.366666667,Canine,100,789,30,18.5,BPV,13.15,N,14.54,Resident 1,20
2022-03-30T00:00:00Z,Semper,269099,2021-11-19T00:00:00Z,131,4.366666667,Canine,100,789,30,18.5,BPV,13.15,N,14.54,Resident 2,1.36
2022-03-30T00:00:00Z,Semper,269099,2021-11-19T00:00:00Z,131,4.366666667,Canine,100,789,30,18.5,BPV,13.15,N,14.54,Anesthesia,24.47
2022-03-30T00:00:00Z,Boomer,270546,2021-09-29T00:00:00Z,182,6.066666667,Canine,125,2330,31,3.7,BPV,38.83333333,N,5.47,Faculty,13.23
2022-03-30T00:00:00Z,Boomer,270546,2021-09-29T00:00:00Z,182,6.066666667,Canine,125,2330,31,3.7,BPV,38.83333333,N,5.47,Tech 1,0.03
2022-03-30T00:00:00Z,Boomer,270546,2021-09-29T00:00:00Z,182,6.066666667,Canine,125,2330,31,3.7,BPV,38.83333333,N,5.47,Resident 1,10
2022-03-30T00:00:00Z,Boomer,270546,2021-09-29T00:00:00Z,182,6.066666667,Canine,125,2330,31,3.7,BPV,38.83333333,N,5.47,Resident 2,4.99
2022-03-30T00:00:00Z,Boomer,270546,2021-09-29T00:00:00Z,182,6.066666667,Canine,125,2330,31,3.7,BPV,38.83333333,N,5.47,Anesthesia,1.54
2022-04-06T00:00:00Z,Sassy,271946,2021-12-28T00:00:00Z,99,3.3,Canine,195,282,32,8.7,PDA,4.7,N,1.95,Faculty,0.47
2022-04-06T00:00:00Z,Sassy,271946,2021-12-28T00:00:00Z,99,3.3,Canine,195,282,32,8.7,PDA,4.7,N,1.95,Tech 1,0.02
2022-04-06T00:00:00Z,Sassy,271946,2021-12-28T00:00:00Z,99,3.3,Canine,195,282,32,8.7,PDA,4.7,N,1.95,Resident 1,2
2022-04-06T00:00:00Z,Sassy,271946,2021-12-28T00:00:00Z,99,3.3,Canine,195,282,32,8.7,PDA,4.7,N,1.95,Resident 2,0.13
2022-04-06T00:00:00Z,Sassy,271946,2021-12-28T00:00:00Z,99,3.3,Canine,195,282,32,8.7,PDA,4.7,N,1.95,Anesthesia,1.71
2022-04-13T00:00:00Z,Spike,240485,2009-11-16T00:00:00Z,4531,151.0333333,Canine,103,340,33,8,PMI,5.666666667,N,1.56,Faculty,6.3
